URL,Status Code,Result
https://www.thesmartcalculator.com/pl,200,OK
https://www.thesmartcalculator.com/pl/o-nas,200,OK
https://www.thesmartcalculator.com/pl/kontakt,200,OK
https://www.thesmartcalculator.com/pl/polityka-prywatnosci,200,OK
https://www.thesmartcalculator.com/pl/warunki,404,Broken
https://www.thesmartcalculator.com/pl/finansowy,200,OK
https://www.thesmartcalculator.com/pl/zdrowie,200,OK
https://www.thesmartcalculator.com/pl/budowa,200,OK
https://www.thesmartcalculator.com/pl/zywnosc,200,OK
https://www.thesmartcalculator.com/pl/lekkoatletyka,200,OK`
https://www.thesmartcalculator.com/pl/matematyka,200,OK
https://www.thesmartcalculator.com/pl/fizyka,200,OK
https://www.thesmartcalculator.com/pl/inne,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-kredytu-hipotecznego,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-finansowy,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-401-k,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-dlugu-splaty-kalkulador,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-dostepnosci-domu,200,OK
https://www.thesmartcalculator.com/pl/finansowy/podatek-od-nieruchomosci-kalkulator,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-splaty-karty-kredytowej,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-karty-kredytowej,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-wyplaty-renty,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-renty,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-zus,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-emerytury,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-oszczednosci,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-małżeński,404,Broken
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-podatku-vat,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-inflacji,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-czynszu,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-stóp-procentowych,404,Broken
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-podatku-dochodowego,200,OK
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-wynagrodzeń,404,Broken
https://www.thesmartcalculator.com/pl/finansowy/kalkulator-kredytowy,200,OK
